ID	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	LS	MD	NN	NNS	NNP	NNPS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	label
gossipcop-902751	22	9	53	0	0	66	42	1	0	0	3	90	33	52	0	0	5	29	17	18	0	0	3	0	19	0	15	31	18	29	8	16	2	3	0	3	real
gossipcop-902756	1	0	2	0	0	6	1	0	0	0	0	7	2	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	real
gossipcop-902767	10	9	16	0	0	29	9	0	0	0	2	35	11	38	0	0	4	4	8	5	1	0	1	0	11	0	9	8	8	9	2	3	0	1	0	0	real
gossipcop-902768	28	8	93	2	0	140	49	0	2	0	12	139	43	148	2	2	25	56	22	80	1	0	4	0	25	0	39	60	28	32	18	37	6	3	0	15	real
gossipcop-902780	9	6	28	0	2	52	22	2	2	0	3	53	17	58	2	1	4	8	9	11	1	0	1	0	5	0	6	15	8	7	2	6	0	1	0	2	real
gossipcop-902788	29	5	93	5	0	95	54	0	1	0	16	117	15	102	2	2	13	111	22	58	0	2	9	0	47	0	55	60	17	8	36	27	1	6	0	13	real
gossipcop-902789	13	7	25	2	0	26	30	4	0	0	4	36	19	12	0	0	2	12	0	24	1	0	2	0	9	0	13	3	7	7	10	9	3	1	0	1	real
gossipcop-902796	12	8	42	0	0	48	30	1	1	0	1	81	20	66	0	0	5	13	14	14	0	0	2	0	5	0	5	8	14	7	5	27	3	3	0	6	real
gossipcop-902818	14	1	22	0	0	24	42	1	2	0	11	71	11	9	0	0	0	20	10	14	1	0	2	0	16	0	30	0	10	3	7	17	3	1	0	2	real
gossipcop-902819	104	251	230	0	1	385	166	4	5	1	8	417	111	454	7	0	36	71	74	59	0	3	8	0	46	0	29	141	43	57	7	36	5	5	2	6	real
gossipcop-902823	305	1931	628	6	1	854	409	8	4	0	31	1229	254	1713	5	1	57	237	99	285	5	2	66	2	192	11	260	499	122	159	55	81	27	12	0	25	real
gossipcop-902831	9	5	18	0	0	53	21	1	0	0	3	45	20	44	5	0	1	26	10	19	0	0	2	0	8	0	13	25	9	6	3	15	0	2	0	1	real
gossipcop-902838	5	9	24	0	1	18	13	0	2	2	0	37	9	58	1	1	2	1	8	6	0	2	3	0	5	0	4	15	6	0	3	1	1	0	0	0	real
gossipcop-902839	56	10	120	0	0	135	96	2	4	0	21	182	39	154	7	3	13	81	23	55	3	1	3	0	31	3	51	41	29	21	24	24	5	4	0	3	real
gossipcop-902856	13	12	21	0	0	37	19	2	0	0	1	71	15	32	0	0	0	35	15	22	0	0	1	0	14	1	13	10	16	6	19	4	0	2	0	2	real
gossipcop-902861	14	9	40	1	0	60	32	3	3	0	1	96	24	94	0	0	8	6	12	10	0	0	2	0	7	0	5	12	15	6	3	13	3	2	0	1	real
gossipcop-902865	18	15	53	0	0	69	56	3	1	0	2	64	16	65	0	0	7	46	11	38	3	0	3	0	19	0	23	40	22	11	21	4	0	0	0	2	real
gossipcop-902880	5	13	32	1	3	40	4	0	0	0	2	61	14	39	0	1	4	11	9	14	0	0	1	0	3	0	7	21	10	9	3	7	2	0	0	0	real
gossipcop-902882	10	15	38	0	1	55	26	0	1	0	3	68	15	53	0	0	2	59	13	29	0	0	2	0	21	2	18	28	12	18	32	18	1	8	0	0	real
gossipcop-902902	57	15	109	0	0	124	93	3	5	0	12	130	63	74	2	0	5	57	13	57	3	1	8	0	19	1	28	57	20	16	14	18	7	3	0	3	real
gossipcop-902906	22	13	76	2	0	83	52	2	0	0	3	106	30	80	1	1	10	39	20	36	2	2	7	0	23	1	19	46	20	13	10	16	0	3	0	2	real
gossipcop-902907	5	0	18	0	1	21	10	0	0	0	0	29	4	17	0	0	1	6	3	3	0	0	0	0	3	0	3	8	4	3	2	2	1	1	0	0	real
gossipcop-902921	6	2	23	1	2	36	18	1	0	0	3	30	14	26	2	0	1	23	11	20	0	0	1	0	12	0	11	26	3	5	4	7	0	0	0	3	real
gossipcop-902922	4	2	6	0	0	14	11	0	0	0	1	24	3	19	1	0	1	7	4	6	0	0	1	0	2	0	5	6	8	1	2	4	2	1	0	0	real
gossipcop-902923	19	9	23	0	0	46	21	0	2	0	1	53	10	37	0	0	2	37	11	20	0	0	1	2	11	0	11	17	13	8	19	10	0	1	0	2	real
gossipcop-902934	1	4	3	0	0	9	9	0	0	0	1	11	2	4	0	0	0	3	2	5	0	0	0	0	1	0	2	0	1	2	4	1	0	1	0	0	real
gossipcop-902939	10	14	18	0	0	37	9	1	0	0	1	44	6	23	0	0	5	31	7	11	1	0	2	0	4	0	6	21	7	7	4	7	1	2	0	1	real
gossipcop-902943	9	3	16	0	0	25	23	0	1	0	0	40	9	20	1	0	1	25	11	11	0	0	1	0	11	0	9	10	9	12	10	15	0	6	0	1	real
gossipcop-902958	3	1	7	0	0	3	5	0	2	0	0	15	6	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	real
gossipcop-902971	21	23	81	0	0	117	69	1	4	0	1	125	36	86	5	1	10	28	26	31	0	2	4	0	15	0	11	43	29	15	5	5	0	3	0	0	real
gossipcop-902972	1	0	6	0	0	6	6	0	0	0	0	14	1	16	0	0	1	1	2	2	1	0	0	0	3	1	1	4	0	1	1	2	0	0	0	0	real
gossipcop-902992	14	3	22	0	0	28	23	1	0	0	1	37	30	10	0	0	2	3	0	5	0	0	4	0	11	0	11	3	5	9	4	3	4	0	0	0	real
gossipcop-902999	1	1	2	0	0	6	3	0	0	0	1	4	4	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	3	0	0	2	0	0	0	1	real
gossipcop-903003	8	5	18	0	0	31	12	1	0	0	0	40	6	29	0	0	1	12	9	5	0	0	1	0	2	0	5	4	7	1	2	5	0	1	0	0	real
gossipcop-903011	3	1	11	0	2	15	6	1	0	0	1	24	9	5	0	0	0	2	2	4	0	0	1	0	3	0	2	1	6	2	3	6	0	0	0	0	real
gossipcop-903012	14	8	40	0	0	34	36	0	0	0	3	54	19	69	2	0	5	3	2	11	0	0	0	0	8	0	10	15	9	8	4	4	1	4	0	1	real
gossipcop-903019	11	5	26	0	0	34	14	1	0	0	0	37	14	46	0	0	9	11	2	14	0	0	0	0	3	0	1	22	7	8	4	1	1	0	0	2	real
gossipcop-903027	4	5	13	0	0	15	11	2	0	0	2	18	9	22	0	0	1	14	4	14	0	0	1	0	6	0	7	11	6	2	4	6	1	1	0	2	real
gossipcop-903035	7	6	22	0	0	22	18	1	1	0	2	34	3	20	1	0	2	10	8	4	0	0	2	0	6	0	3	9	3	3	3	4	2	1	0	0	real
gossipcop-903039	15	9	30	2	1	68	34	2	1	0	7	73	11	51	0	0	0	48	19	30	0	0	6	0	14	0	25	26	16	12	15	15	3	1	0	7	real
gossipcop-903047	7	7	18	0	0	20	18	0	1	0	2	34	5	43	0	0	1	6	8	5	0	0	3	0	3	0	4	6	9	1	3	6	0	1	0	2	real
gossipcop-903067	17	3	30	0	0	33	27	2	1	0	3	61	9	49	2	1	0	35	11	16	1	0	0	0	15	0	15	19	8	10	8	18	1	1	0	2	real
gossipcop-903069	16	11	45	0	2	56	32	0	0	0	3	60	20	62	3	1	5	5	8	8	0	0	2	0	13	0	8	16	7	15	7	5	0	1	0	0	real
gossipcop-903078	11	4	27	0	0	28	21	1	1	0	4	49	7	17	0	0	0	24	6	24	1	0	2	0	8	1	12	25	4	5	9	2	1	1	0	4	real
gossipcop-903088	5	7	22	0	0	37	14	0	0	0	1	26	12	32	0	0	3	13	8	12	1	0	0	0	0	0	1	7	6	8	4	12	2	2	0	2	real
gossipcop-903094	13	4	51	5	0	51	25	0	2	0	7	75	12	51	0	0	5	19	10	17	1	0	5	0	6	0	16	16	6	6	4	23	0	4	1	2	real
gossipcop-903107	12	3	28	3	0	37	22	1	0	0	0	45	19	33	0	0	5	16	6	11	0	0	3	0	6	0	6	17	5	11	10	9	2	1	0	0	real
gossipcop-903112	3	7	27	0	1	42	21	1	0	0	6	36	10	48	0	0	5	34	6	15	1	0	4	2	8	1	17	24	6	5	12	13	3	4	0	3	real
gossipcop-903117	4	2	13	1	0	18	13	1	0	0	0	25	5	18	0	0	1	5	9	6	0	0	1	0	6	0	5	12	4	2	2	4	0	2	0	1	real
gossipcop-903123	6	2	10	0	0	14	9	0	0	0	0	19	2	15	0	0	1	6	5	3	0	0	3	0	3	0	3	8	1	1	0	5	0	2	0	0	real
gossipcop-903134	10	25	47	0	0	85	30	1	0	0	5	90	18	89	0	0	14	22	12	25	0	1	3	0	10	0	9	22	18	14	7	19	2	3	0	0	real
gossipcop-903138	5	11	32	0	0	46	24	1	1	0	3	42	13	97	3	0	8	6	3	13	2	0	2	0	7	0	13	5	5	10	4	11	5	0	0	2	real
gossipcop-903141	11	2	37	0	0	46	27	0	1	0	6	42	24	48	0	0	1	30	12	22	3	1	2	0	9	0	17	11	6	8	17	19	4	3	0	5	real
gossipcop-903145	3	0	3	0	0	6	3	0	0	0	1	5	1	5	0	0	0	10	2	9	0	0	1	0	1	0	2	4	1	2	2	4	0	1	0	1	real
gossipcop-903151	52	31	185	1	2	242	110	2	6	0	10	286	79	267	4	0	15	120	53	98	5	0	25	0	49	0	52	135	85	36	14	57	8	2	0	11	real
gossipcop-903165	7	13	47	1	0	68	39	3	0	3	8	74	14	49	1	0	3	28	14	26	0	0	1	0	8	0	19	28	13	12	6	22	3	4	0	3	real
gossipcop-903166	18	9	59	3	0	89	72	2	0	0	4	135	28	58	0	1	2	52	36	23	0	0	7	0	26	0	20	47	26	14	13	15	3	2	0	1	real
gossipcop-903178	11	4	38	0	4	45	26	0	2	0	3	71	15	44	0	0	3	27	15	18	0	0	1	0	12	0	11	26	12	12	11	2	2	1	0	1	real
gossipcop-903196	28	21	86	1	0	122	65	9	2	0	5	159	49	118	2	1	12	20	18	26	3	2	5	0	16	0	19	47	15	20	9	32	3	7	0	2	real
gossipcop-903201	52	44	122	3	1	178	112	10	5	0	21	263	72	105	2	2	6	84	38	86	3	4	5	4	50	0	53	38	22	38	47	69	14	8	0	12	real
gossipcop-903202	16	5	54	1	0	80	34	1	0	0	22	88	7	91	2	1	9	31	34	30	1	2	2	0	32	0	56	20	9	13	7	22	0	7	0	3	real
gossipcop-903214	10	3	31	0	0	36	20	2	0	0	10	47	5	29	0	1	0	25	6	25	0	1	4	0	10	0	21	20	5	9	7	4	2	2	1	1	real
gossipcop-903216	21	8	52	3	0	66	44	2	1	0	13	145	31	1	0	0	2	6	6	28	1	1	0	0	17	0	32	3	16	22	6	29	2	5	0	4	real
gossipcop-903220	0	6	1	0	0	4	1	0	0	0	0	6	1	4	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	real
gossipcop-903233	18	3	37	0	0	39	19	3	3	0	3	69	14	32	2	1	6	27	11	24	0	0	5	0	17	0	28	8	3	7	16	15	2	5	0	2	real
gossipcop-903238	2	3	3	0	0	7	2	0	1	0	0	9	0	4	0	0	0	9	4	5	0	0	0	0	1	1	4	1	1	0	3	5	1	1	0	1	real
gossipcop-903245	37	29	96	0	0	94	56	3	1	0	6	150	33	370	12	0	6	11	5	23	1	1	0	0	6	1	10	13	17	22	10	27	3	8	0	0	real
gossipcop-903256	34	4	80	1	0	79	92	4	2	0	20	126	53	12	0	0	1	40	8	66	1	1	3	0	37	2	58	5	11	12	31	39	9	8	0	7	real
gossipcop-903257	13	27	65	0	0	61	34	0	1	0	2	66	25	102	2	0	4	6	8	10	0	0	1	0	6	0	4	29	14	6	2	7	5	0	0	3	real
gossipcop-903268	19	1	49	1	0	63	32	1	0	0	8	62	19	40	0	3	5	56	17	46	2	1	4	0	11	0	22	33	8	7	20	17	1	2	0	9	real
gossipcop-903273	12	7	16	1	0	21	12	2	0	0	1	33	9	50	0	0	2	8	4	10	3	0	0	0	2	0	5	18	6	3	1	4	1	0	0	0	real
gossipcop-903281	16	6	42	2	0	35	33	6	3	0	7	47	22	42	0	0	4	4	2	16	2	0	1	1	7	3	10	0	1	1	10	8	2	2	0	3	real
gossipcop-903285	2	0	21	0	0	39	19	0	3	0	8	43	11	25	0	0	6	20	15	16	0	0	1	0	6	0	15	15	12	3	5	9	1	1	0	2	real
gossipcop-903300	15	14	57	0	0	46	45	1	1	0	4	93	20	36	0	0	8	12	4	20	0	0	3	0	15	0	16	28	8	10	7	5	4	0	0	4	real
gossipcop-903303	6	11	30	0	0	32	20	1	0	0	0	39	9	29	0	0	0	24	5	20	0	0	2	0	9	0	10	22	6	7	6	2	0	2	0	1	real
gossipcop-903304	6	8	39	0	1	43	30	1	2	0	4	58	17	52	0	0	11	20	7	25	0	1	1	3	14	1	21	15	8	1	2	12	2	8	0	0	real
gossipcop-903315	4	2	15	0	0	16	12	0	1	0	1	17	4	9	0	0	1	9	6	6	0	0	0	0	1	0	3	6	5	2	6	1	0	0	0	1	real
gossipcop-903319	1	0	2	2	0	2	2	0	0	0	0	6	3	0	0	0	0	0	2	5	0	0	0	0	0	0	2	1	2	3	2	1	0	0	0	0	real
gossipcop-903320	16	21	34	1	0	40	31	1	2	0	6	61	22	42	1	1	1	17	11	26	3	0	1	0	7	0	14	16	5	3	8	10	2	1	0	2	real
gossipcop-903330	17	13	32	0	0	25	26	0	2	0	3	58	14	64	1	0	7	5	8	14	1	0	1	0	8	0	7	6	13	4	7	13	5	2	0	2	real
gossipcop-903339	15	5	35	0	1	51	23	1	0	0	3	56	11	58	0	0	4	22	7	15	1	1	2	1	12	1	13	18	14	10	7	13	4	1	0	0	real
gossipcop-903350	10	3	14	0	0	20	10	0	0	0	3	17	5	32	1	0	0	19	5	12	0	0	4	0	4	3	4	18	5	1	6	6	1	1	0	3	real
gossipcop-903362	9	10	12	0	0	18	12	0	1	0	5	26	5	18	0	0	1	6	8	12	1	0	1	0	1	0	6	7	4	2	4	0	1	0	0	0	real
gossipcop-903364	17	5	29	0	1	47	32	0	0	0	3	54	21	34	0	0	1	27	16	19	1	0	2	2	7	0	13	9	15	6	21	10	1	3	0	1	real
gossipcop-903365	37	11	56	1	0	86	58	3	2	0	15	90	32	36	1	0	7	57	18	49	2	0	3	0	18	1	46	20	18	13	23	30	5	6	0	8	real
gossipcop-903386	5	0	25	0	0	30	14	2	0	0	2	40	11	14	0	0	0	27	13	14	1	0	1	0	8	0	12	17	10	4	9	10	0	0	0	4	real
gossipcop-903389	9	3	21	0	0	29	12	0	0	0	8	36	9	24	0	0	3	25	3	12	0	0	0	0	11	0	16	10	6	4	4	10	0	0	0	1	real
gossipcop-903390	31	21	70	0	2	101	53	4	0	0	4	125	35	52	0	0	6	63	25	41	2	0	8	0	28	1	29	48	20	13	14	37	4	15	0	6	real
gossipcop-903400	12	10	35	0	0	68	30	1	0	0	0	102	22	82	0	0	3	28	26	22	1	0	3	0	13	1	14	54	15	8	10	9	2	7	0	2	real
gossipcop-903407	21	26	66	0	0	86	38	3	0	0	4	100	24	96	3	0	4	37	9	25	0	1	2	0	16	0	13	50	22	9	5	14	3	1	0	9	real
gossipcop-903411	7	6	21	1	0	27	14	1	1	1	2	34	5	34	2	0	2	8	7	13	0	0	1	0	6	4	7	4	5	4	7	8	0	0	0	0	real
gossipcop-903421	17	7	35	0	0	48	26	2	0	0	5	39	13	40	0	1	5	31	10	33	2	0	4	0	13	1	18	20	11	7	12	17	1	3	0	1	real
gossipcop-903434	4	7	13	0	0	18	12	1	0	0	0	27	5	36	1	0	2	11	11	6	0	2	0	0	5	0	2	15	2	6	0	7	0	0	0	2	real
gossipcop-903438	34	3	53	1	0	61	64	4	2	0	10	96	81	24	0	1	1	29	10	35	0	0	5	0	24	0	27	5	17	22	42	26	8	5	0	4	real
gossipcop-903440	16	26	32	1	0	43	23	3	0	0	9	60	16	58	0	0	3	13	9	24	1	0	4	0	9	0	17	17	10	3	7	7	1	3	0	3	real
gossipcop-903448	2	0	6	0	1	9	6	0	0	0	0	9	5	23	4	0	0	0	1	4	0	0	0	4	1	0	1	2	1	3	6	2	0	2	0	1	real
gossipcop-903454	11	12	38	0	2	53	16	1	0	0	2	46	11	48	0	0	4	24	9	19	0	0	5	0	10	0	16	32	17	18	12	11	0	4	0	7	real
gossipcop-903464	6	7	22	0	1	30	16	2	0	0	1	35	8	25	0	0	2	12	6	13	0	0	5	0	10	0	10	11	11	7	5	5	0	0	0	3	real
gossipcop-903478	8	7	31	0	0	40	17	1	0	0	4	46	9	22	1	0	4	19	4	17	0	0	1	0	1	1	7	9	6	3	4	12	3	1	0	1	real
gossipcop-903479	48	31	81	2	0	117	157	0	1	0	3	234	63	238	2	0	13	17	47	17	0	0	4	0	9	1	14	59	11	16	4	15	4	11	0	0	real
gossipcop-903484	18	7	33	0	0	39	28	0	0	0	4	70	14	35	1	0	4	14	15	18	1	1	2	0	11	0	14	20	10	10	7	4	2	1	0	1	real
gossipcop-903485	6	11	40	0	2	40	16	0	0	0	4	69	12	58	0	0	12	16	7	13	0	0	0	0	10	0	12	22	7	3	1	5	2	2	0	2	real
gossipcop-903486	7	7	40	0	3	51	23	2	1	0	11	74	5	56	0	0	2	49	12	21	1	0	1	0	16	1	24	32	8	7	8	11	2	6	0	6	real
gossipcop-903499	9	5	27	0	0	37	31	0	1	0	4	54	11	60	0	0	10	13	8	24	0	0	3	0	8	0	12	20	9	6	2	12	4	1	0	2	real
gossipcop-903500	73	17	169	3	0	212	147	4	5	0	27	290	65	100	0	2	8	200	66	172	2	5	13	0	79	3	116	179	37	25	32	25	9	16	0	20	real
gossipcop-903501	2	1	0	0	0	1	0	1	0	0	1	3	1	3	0	0	0	2	2	3	0	0	1	0	1	0	2	3	0	2	1	0	0	0	0	0	real
gossipcop-903524	27	33	60	0	0	58	25	1	4	0	6	65	43	84	1	0	2	1	0	10	0	1	1	0	6	0	12	3	9	12	9	8	2	5	0	1	real
gossipcop-903525	4	8	17	0	0	23	15	0	1	0	3	28	9	30	1	0	1	5	2	2	1	0	1	0	5	0	6	3	4	5	3	5	0	0	0	0	real
gossipcop-903526	11	17	11	0	0	23	14	0	0	0	4	43	6	92	0	0	12	3	7	5	0	0	0	0	3	0	9	5	6	8	4	5	2	0	0	0	real
gossipcop-903547	9	12	43	0	0	44	27	2	0	0	4	63	22	31	0	0	3	13	6	12	1	1	1	0	5	1	4	15	9	6	8	7	1	1	0	1	real
gossipcop-903548	21	8	53	5	0	59	32	1	2	4	1	71	19	73	0	0	3	41	7	26	0	0	4	0	11	1	5	22	13	6	5	38	2	4	0	4	real
gossipcop-903561	37	11	115	1	0	205	99	3	3	0	5	256	40	167	1	0	17	46	75	65	3	0	14	0	34	0	33	87	43	33	8	33	2	4	1	6	real
gossipcop-903569	4	1	18	0	0	23	13	0	0	0	4	19	9	33	0	0	2	14	0	9	3	0	2	0	3	0	5	19	3	3	4	3	2	1	0	1	real
gossipcop-903570	22	25	59	2	0	68	61	1	2	0	3	117	30	79	0	1	9	21	17	14	0	0	4	0	7	1	11	28	9	13	4	17	1	0	0	3	real
gossipcop-903580	14	18	26	0	1	43	28	3	6	0	11	52	19	58	0	0	3	24	8	18	0	2	2	0	12	1	18	14	10	9	12	7	3	0	0	1	real
gossipcop-903582	85	12	133	0	0	244	66	0	0	0	8	294	51	334	2	2	40	111	50	75	3	0	8	0	65	0	65	225	49	78	1	5	5	8	0	17	real
gossipcop-903586	9	3	19	0	0	20	12	0	1	0	0	28	8	42	1	0	2	3	0	13	0	0	1	0	4	0	3	9	6	5	8	1	1	2	0	0	real
gossipcop-903600	10	3	24	0	0	41	32	1	1	0	5	43	8	28	1	0	1	25	14	35	1	0	2	0	16	1	24	16	12	3	10	7	2	0	0	1	real
gossipcop-903610	4	2	10	0	0	10	6	0	0	0	0	11	4	24	1	0	0	0	3	3	0	1	0	0	2	0	2	7	0	1	1	1	0	0	0	0	real
gossipcop-903611	9	3	26	1	0	36	28	3	0	0	5	35	17	55	0	0	2	27	8	41	0	0	1	0	7	1	19	24	9	4	10	15	1	2	0	3	real
gossipcop-903619	17	8	31	0	0	45	22	0	1	0	3	67	20	57	0	1	5	24	13	20	3	0	1	0	5	1	11	20	10	4	10	11	6	2	0	2	real
gossipcop-903629	208	55	501	5	1	694	309	6	5	7	46	886	172	620	3	2	94	263	167	289	4	2	12	0	186	0	181	403	130	199	41	114	34	38	2	19	real
gossipcop-903646	9	3	26	0	0	39	25	0	1	0	0	41	8	17	0	0	2	15	12	14	0	0	2	0	6	0	5	14	15	12	6	4	1	2	0	3	real
gossipcop-903647	12	16	27	0	0	37	10	0	0	0	0	42	15	65	0	1	4	14	8	1	0	0	1	2	3	0	8	12	7	2	7	7	1	1	0	0	real
gossipcop-903662	22	5	56	2	0	73	36	2	1	0	6	87	30	32	1	1	5	30	10	32	0	1	1	0	8	0	14	17	18	10	13	18	3	2	0	3	real
gossipcop-903671	21	19	43	0	0	69	33	5	2	0	13	110	33	39	0	1	8	53	29	42	1	0	5	0	17	2	38	33	15	9	23	16	0	3	0	5	real
gossipcop-903672	7	5	41	0	0	45	20	0	1	0	2	50	13	43	0	0	2	11	8	13	1	0	7	0	10	0	9	6	8	3	5	14	4	3	0	1	real
gossipcop-903683	11	8	40	1	0	50	36	0	1	1	1	49	17	44	0	0	4	22	9	13	0	1	0	0	7	1	10	21	9	8	4	7	3	1	0	0	real
gossipcop-903693	15	5	27	0	0	58	31	0	1	0	4	59	22	72	2	0	12	36	13	25	0	0	4	0	10	2	15	43	10	13	2	8	2	1	0	5	real
gossipcop-903694	2	12	8	0	0	10	6	0	0	0	1	16	6	51	4	0	0	1	1	2	0	0	0	4	0	0	2	1	0	2	1	5	1	0	0	0	real
gossipcop-903697	10	1	34	1	0	24	10	1	1	0	3	37	6	34	1	0	3	14	0	15	0	0	2	0	8	0	3	18	5	3	3	6	0	7	0	2	real
gossipcop-903711	4	0	14	0	1	15	4	0	1	2	3	22	3	17	0	0	0	3	3	5	0	0	1	0	0	0	5	3	3	2	0	2	0	0	0	0	real
gossipcop-903715	12	0	16	0	0	18	9	0	0	0	2	26	8	21	1	0	2	8	4	12	1	0	3	0	4	1	12	1	6	1	3	12	1	3	0	1	real
gossipcop-903725	2	0	2	0	0	5	4	0	0	0	0	7	2	11	0	0	1	2	2	3	1	0	0	0	0	0	0	3	2	0	2	0	0	0	0	0	real
gossipcop-903731	5	3	28	2	0	33	7	0	1	0	3	43	7	15	0	0	1	25	6	11	0	0	2	0	8	0	11	10	10	4	6	10	0	6	0	2	real
gossipcop-903738	6	1	16	0	1	19	3	0	1	0	0	23	2	13	0	0	1	5	4	11	0	0	2	0	2	0	1	8	5	2	2	0	0	0	0	0	real
gossipcop-903752	1	0	1	0	0	4	1	0	0	0	0	3	3	4	0	0	2	1	1	4	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	real
gossipcop-903753	103	45	357	3	1	398	208	7	27	1	77	447	123	847	22	0	56	103	42	163	6	2	21	0	44	2	121	43	56	88	58	101	20	28	1	6	real
gossipcop-903763	13	27	36	1	1	58	31	0	1	0	2	102	36	123	2	1	18	11	16	20	0	0	0	0	10	0	7	44	9	23	7	13	1	2	0	5	real
gossipcop-903778	10	5	24	0	0	32	23	1	0	0	2	31	13	27	1	1	1	16	5	24	0	0	2	1	6	0	8	9	2	8	9	7	0	0	0	1	real
gossipcop-903790	14	9	35	0	0	38	14	1	4	0	4	56	9	27	1	0	5	37	11	21	0	0	1	0	6	0	18	14	10	9	15	14	1	2	0	3	real
gossipcop-903791	25	3	69	1	0	71	57	5	0	0	14	94	17	22	0	0	3	71	21	49	1	0	7	0	21	0	36	16	21	5	17	51	4	4	0	4	real
gossipcop-903797	11	6	25	0	0	37	13	0	0	0	3	35	12	56	1	0	5	5	4	13	2	0	4	0	5	0	11	2	5	5	10	6	0	3	0	0	real
gossipcop-903806	9	1	29	1	0	39	11	0	1	0	4	40	6	31	0	0	1	11	7	13	0	0	3	0	5	0	7	8	2	3	1	3	0	1	0	1	real
gossipcop-903813	6	2	23	0	0	32	18	1	4	0	6	33	7	59	2	0	3	19	7	5	0	0	3	0	6	0	15	14	6	6	2	7	0	5	0	1	real
gossipcop-903816	16	24	53	0	0	68	52	4	0	0	0	87	40	111	3	0	5	6	3	15	0	0	2	0	3	0	5	9	11	16	5	15	0	0	0	0	real
gossipcop-903819	4	10	38	0	0	54	16	2	1	0	1	52	14	60	0	0	2	12	3	12	1	0	2	0	5	0	8	17	16	15	4	9	0	1	0	0	real
gossipcop-903823	55	12	134	1	2	179	93	1	4	0	14	216	29	149	8	0	13	123	55	94	1	2	11	4	38	3	58	73	51	24	23	68	7	7	0	9	real
gossipcop-903833	5	6	24	1	0	38	11	0	1	0	1	37	9	59	0	0	4	9	6	7	0	0	1	0	2	1	2	18	9	4	1	4	0	1	0	1	real
gossipcop-903840	12	8	22	0	0	31	20	4	1	0	9	42	8	58	0	1	4	25	10	20	1	0	1	0	14	0	24	9	6	4	10	6	1	1	0	1	real
gossipcop-903858	12	9	35	0	0	44	17	1	0	0	2	60	8	34	1	0	4	24	12	22	0	0	3	0	6	1	9	18	15	4	14	10	2	4	0	2	real
gossipcop-903864	0	0	7	0	0	14	3	0	0	0	1	11	0	1	0	0	0	6	1	4	0	0	0	0	3	0	4	1	2	1	1	1	0	0	0	1	real
gossipcop-903868	5	6	15	0	0	16	5	0	0	0	0	26	6	23	0	0	2	5	2	3	0	0	0	1	3	0	1	2	8	4	1	6	1	0	0	0	real
gossipcop-903891	1	1	4	0	0	6	2	0	0	0	0	3	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	real
gossipcop-903902	12	14	20	0	0	59	17	1	5	0	9	87	6	53	0	0	1	44	30	22	0	0	0	0	8	0	23	22	7	9	3	6	3	1	1	0	real
gossipcop-903909	22	7	47	2	0	58	35	2	1	0	7	84	37	61	2	0	9	20	7	18	0	0	1	0	29	0	24	17	14	16	6	15	1	8	0	2	real
gossipcop-903913	52	47	115	4	0	198	94	11	2	0	43	240	93	133	4	0	4	139	40	98	1	2	21	0	64	0	116	12	60	27	76	66	10	12	0	12	real
gossipcop-903923	6	2	32	0	0	35	22	0	0	0	1	40	8	70	2	0	3	2	5	5	0	0	1	0	2	0	3	1	3	6	2	14	3	2	0	0	real
gossipcop-903924	11	2	44	0	0	54	22	0	0	0	5	72	21	48	1	2	1	13	0	14	0	0	1	0	6	0	13	17	10	22	4	12	3	1	0	2	real
gossipcop-903930	90	193	284	5	3	371	131	4	9	1	8	415	87	417	10	0	23	103	27	82	2	4	6	1	27	0	46	119	46	64	38	57	9	8	1	13	real
gossipcop-903939	12	11	22	0	0	29	22	0	1	0	2	48	13	50	0	0	2	7	5	8	0	0	1	0	5	1	3	10	6	8	1	7	0	3	0	0	real
gossipcop-903951	27	11	64	2	0	88	53	1	1	0	5	127	20	68	0	1	1	70	36	42	1	3	5	0	25	1	25	51	26	20	20	22	3	5	0	5	real
gossipcop-903952	3	1	13	0	0	16	8	0	0	0	1	23	4	10	1	0	2	5	4	3	0	0	1	0	2	0	1	6	6	0	0	4	1	0	0	2	real
gossipcop-903960	62	32	183	6	0	205	118	14	6	0	19	292	130	129	1	0	21	78	17	67	3	1	6	0	43	1	56	45	40	57	58	79	10	22	0	12	real
gossipcop-903966	22	4	35	0	2	37	30	0	2	0	1	59	9	31	0	0	5	49	12	18	0	1	6	0	13	0	11	46	9	9	6	8	0	1	0	6	real
gossipcop-903968	50	41	108	0	0	134	89	6	4	0	9	219	74	278	6	0	18	18	28	17	1	1	5	1	24	0	31	11	36	20	12	47	3	4	0	6	real
gossipcop-903971	28	68	79	0	1	110	60	2	2	0	3	158	61	936	75	0	12	4	3	8	0	0	0	1	3	0	13	7	14	8	7	11	2	1	0	0	real
